path,sha256,bytes
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase19_manuscript_package_report.md,5733a4e16591e795ff1e71552fccc0391f966925bb548c441fcab17eb1b4428a,378
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase1_data_audit_report.md,6acef29861385a964c776a076ae08e229fe66294b15f7e3cdd0a914584da327c,2538
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase20_metr_la_mini_sanity_report.md,b7409f54b12cf59a17551584b8bb6102a79ea72248d320a33a52a0ca0fda0bcf,2127
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase20_metr_la_mini_validation_report.md,cbf64d4659dd23d1ae33c897c11320b014b3e81fffa060300e7878e82cab6430,55830
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase2_window_construction_report.md,a7688dcc68b97d1db82ecafa9d5e63284a9285aa3d4d5c0b44a9106dc664bc49,3301
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase3_baseline_report.md,edfdc2e393a8d38a4616e004d51d89971f00038dcc8ae31707904ba799d10834,2337
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase4_deep_smoke_test_report.md,39c321adeed64e359092aeb538b2b6fc579365156a255ff97b2e41b792a087f8,2872
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase5_controlled_deep_training_report.md,cead3465553d1b60e898d0d942bfa39e35ffb530605647263b6458e6321e774e,21552
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase6_reliability_ablation_report.md,307c8ba5861baa7296fe22ed944d4e158791a10d88595291a8f2e4ef72e4fd92,19365
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase7_history_sensitivity_report.md,9c4509ed9a02d7d5a983223a75e8b672f9d3ae5537e8740ecdcaa800b34e4331,8572
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase8_robustness_diagnosis_report.md,7623cb5b3af2704095523aeb1d7cea9aaf45704c716b635d4a97caf8ecf81322,5413
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase8_small_sample_training_report.md,66897ca4945eb316a02e8ebf1a994be1428431fb697c2832ece86b7bfaae1c2b,2827
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase9_repeated_seed_stability_report.md,5efa74678019c0de32b1e8c15f617189543865e03b465e1e54c2545e2be73178,6561
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase9b_five_seed_extension_report.md,6cc42a87fa10e63a3e8012608a4a7921ac96ef8874afd6a3fb1df29fa446c489,7855
10_CONFIGS_ENVIRONMENT_LOGS\reproducibility_notes.md,e9e1a55a63578321f1b3fa598707a73f4bf419637381d6131f3a109c4f0d4990,175
10_CONFIGS_ENVIRONMENT_LOGS\validation_report_inventory.csv,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2
11_GITHUB_ZENODO_METADATA\DATA_AVAILABILITY_STATEMENT.txt,6f2fef476424271545bd726d6f5ed6b922090350a65967a48a03d5974f97f2fc,359
11_GITHUB_ZENODO_METADATA\DATA_DICTIONARY.md,4d6eb32b8f44e739b45134861bc3cbd6162803f2b51b87daa280375b5f0bc274,179
11_GITHUB_ZENODO_METADATA\FILE_MANIFEST.csv,a1361ad4ce0a2f511f37665f2dd141483140b3c657557626f8aec26489ee3099,122540
11_GITHUB_ZENODO_METADATA\GITHUB_UPLOAD_CHECKLIST.md,929a042eb1d0a4c2bbf98a404aae91c50be85025f1e7ef4d9181e7e8e268cf7c,182
11_GITHUB_ZENODO_METADATA\LICENSE_NOTE.txt,f6240798f048ad52f46b5bdc192361813f98b2b7d0b13b3bdf46435d9b47befa,214
11_GITHUB_ZENODO_METADATA\README.md,6d3e65a065a38123c8a7fd132d7f623a9adbf0ebe7467b34de677e6f57628f94,480
11_GITHUB_ZENODO_METADATA\REPRODUCIBILITY.md,45b36d2c6af2e734c405842e0baa008fc37c3ae68fcb3a6685fc51af6159382d,208
11_GITHUB_ZENODO_METADATA\ZENODO_RELEASE_NOTES_DRAFT.md,cab03b20ada46ce7d90b6b102068b4284be3e65e05c1f21e33d1fe2ed2a8c161,152
12_AUDIT_REPORTS\audit_duplicate_files.csv,2f51b2784d6a5c7cfbe3d7e05cff75910e1c2db999c7524d0a9e19e13b67be62,9027
12_AUDIT_REPORTS\audit_figure_table_data_matrix.csv,06d933944b9b8e7b8766b529ba857a26253eef6072f8a5843efdc40bfff7299f,5209
12_AUDIT_REPORTS\audit_file_manifest.csv,a1361ad4ce0a2f511f37665f2dd141483140b3c657557626f8aec26489ee3099,122540
12_AUDIT_REPORTS\audit_metric_consistency.csv,ef9204d1bde28ff23babf428def5580c7542a15138eac05c675bf2f48b77331b,208
12_AUDIT_REPORTS\audit_missing_files.csv,ff4c3bedb35465a3a5873cc42457f18e92805b9921055f69a04eac6eafeb44a7,29
12_AUDIT_REPORTS\audit_restricted_raw_data_exclusions.csv,66067b5e8a6975b61ea332291938d843a4e5fe409d4f789b1d3411081250b7a9,161
12_AUDIT_REPORTS\audit_seed_completeness.csv,fa171a5508ef47cba4a29b6659865ea93c890c6cdd4c7b085196f26c13e82126,58
12_AUDIT_REPORTS\critical_errors.csv,aaa5ba22ef64ceed2d73c7d4bbbc5e4977fa8880bfe3e78f4fb41c020de60b32,36
12_AUDIT_REPORTS\figure_readiness_summary.csv,0b08b2dffd9f1b21aafdb2028f3a9329126260617605380c60c0c9cbdcac347f,2748
12_AUDIT_REPORTS\final_package_audit_report.md,227f22758715333b35649c047d49efe3f1593d9dc8920f94c453d1465378908e,2185
12_AUDIT_REPORTS\parquet_metric_recompute_check.csv,1a9801aa8d9a97e6fd18725aedc7a84f4d77d481dc7a52ece6f6d50c198df65f,47474
12_AUDIT_REPORTS\parquet_readability_check.csv,1962da28846a045c25b9c6cf8874995832e3627760fc836f455054adbbe72a1e,25621
12_AUDIT_REPORTS\table_readiness_summary.csv,5fc7319efd9ffe112cdeb1d903499e15d5e2ae242fe3da42bf45da4302c30ff7,1983
12_AUDIT_REPORTS\warnings.csv,aaa5ba22ef64ceed2d73c7d4bbbc5e4977fa8880bfe3e78f4fb41c020de60b32,36
